,ID,EARNINGS,S,EXP,FEMALE,MALE,BYEAR,AGE,AGEMBTH,HHINC97,POVRAT97,HHBMBF,HHBMOF,HHOMBF,HHBMONLY,HHBFONLY,HHOTHER,MSA97NO,MSA97NCC,MSA97CC,MSA97NK,ETHBLACK,ETHHISP,ETHWHITE,EDUCPROF,EDUCPHD,EDUCMAST,EDUCBA,EDUCAA,EDUCHSD,EDUCGED,EDUCDO,PRMONM,PRMONF,PRMSTYUN,PRMSTYPE,PRMSTYAN,PRMSTYAE,PRFSTYUN,PRFSTYPE,PRFSTYAN,PRFSTYAE,SINGLE,MARRIED,COHABIT,OTHSING,FAITHN,FAITHP,FAITHC,FAITHJ,FAITHO,FAITHM,ASVABAR,ASVABWK,ASVABPC,ASVABMK,ASVABNO,ASVABCS,ASVABC,ASVABC4,VERBAL,ASVABMV,HEIGHT,WEIGHT04,WEIGHT11,SF,SM,SFR,SMR,SIBLINGS,REG97NE,REG97NC,REG97S,REG97W,RS97RURL,RS97URBN,RS97UNKN,JOBS,HOURS,TENURE,CATGOV,CATPRI,CATNPO,CATMIS,CATSE,COLLBARG,URBAN,REGNE,REGNC,REGW,REGS,MSA11NO,MSA11NCC,MSA11CC,MSA11NK,MSA11NIC
48,6385,18.5,17,2.596154,0,1,1984,27,28.0,46750.0,294.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,8.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,0,0,1,0,0,0,0,-1.211152,0.211372,0.4811492,0.0271824,0.2753955,-0.4731564,-0.4757651,-0.1381513,0.3689136,56285,71,210,192,17,12,17.0,12.0,1,0,0,0,1,0,1,0,7.0,40,1.519231,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
49,1905,9.62,15,8.788462,0,1,1981,30,32.0,60700.0,481.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,0,1,0,0,0,1,0,0,0,0,0.3389035,0.5905014,0.6901824,0.5335148,1.052246,1.263619,0.5377203,0.6018757,0.6825672,71440,75,225,230,18,15,18.0,15.0,2,0,1,0,0,0,1,0,8.0,40,6.961538,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
50,2088,41.15,15,9.173077,0,1,1980,31,32.0,,,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,,1.0,0.0,0.0,0.0,,,,,1,0,0,0,0,1,0,0,0,0,0.4361129,1.079998,0.4435957,0.7372057,1.003851,0.435904,0.6578921,0.7540506,0.8121057,76341,73,182,176,12,13,,13.0,2,1,0,0,0,0,1,0,9.0,50,2.230769,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
51,4839,20.0,16,5.634615,0,1,1984,27,32.0,88000.0,470.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,6.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,-0.5238547,0.7042524,0.8670343,0.2487499,-0.8219252,-0.5675969,0.1434264,0.3620829,0.8375391,54946,68,175,170,12,12,12.0,12.0,2,1,0,0,0,1,0,0,4.0,60,4.096154,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0
52,1711,5.88,12,6.230769,0,1,1980,31,18.0,,,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0,0,0,0,0,0,0,1,0.3647192,0.3708423,0.797231,0.2569663,1.74441,1.095117,0.5209641,0.5002009,0.6225146,66296,71,165,160,12,12,13.0,12.0,4,0,0,1,0,0,1,0,11.0,51,0.9038461,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
53,2668,11.0,13,7.826923,0,1,1980,31,32.0,53400.0,285.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0.7366057,0.6417558,0.0287971,0.375701,1.083149,-0.3648136,0.5886309,0.4982704,0.3571984,71591,74,200,235,16,12,16.0,12.0,2,0,1,0,0,1,0,0,6.0,12,0.5576923,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
54,4031,26.42,12,7.307693,0,1,1981,30,22.0,52543.0,416.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,0,1,0,0,0,1,0,0,0,0,0.2174276,0.6417245,-0.836677,-0.482091,-0.4977852,-1.088353,0.0654767,-0.1292435,-0.1043557,37429,72,190,214,12,12,12.0,,1,0,0,1,0,0,1,0,3.0,40,7.0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0
55,5181,24.13,16,3.923077,0,1,1983,28,31.0,67897.0,427.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,14.0,12.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,-1.585819,-0.2335814,0.3051856,-0.1941085,-1.238175,-0.215392,-0.8522906,-0.4786705,0.0377928,40428,71,190,190,12,16,12.0,16.0,1,0,1,0,0,1,0,0,8.0,40,4.519231,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
56,1191,19.54,12,11.38461,0,1,1981,30,21.0,61200.0,385.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,0,0,1,0,0,1,0,0,0,0,0.2898869,0.4675659,0.5567351,0.9989124,0.7650566,-0.5485149,0.4403318,0.6466481,0.5458442,77237,68,165,180,12,12,12.0,12.0,1,0,1,0,0,0,1,0,4.0,40,9.634615,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
57,4051,18.5,12,10.15385,0,1,1981,30,,48068.0,257.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,0,1,0,0,0,1,0,0,0,0,-0.2194592,-1.285404,-0.837789,0.082959,0.3400428,-0.0364172,-0.704477,-0.6329607,-1.132642,27025,71,200,220,12,12,12.0,12.0,1,0,0,1,0,0,1,0,10.0,40,5.596154,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
58,3055,12.0,13,6.980769,0,1,1982,29,19.0,59888.0,376.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,1,0,0,1,0,0,0,0,-0.0368613,0.202332,-1.106685,0.0719438,-1.622513,-1.229133,-0.2692064,-0.2438775,-0.4826626,39081,69,180,204,11,12,11.0,12.0,1,0,1,0,0,0,1,0,14.0,40,0.2692308,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0
59,3829,11.25,12,8.961538,0,1,1982,29,27.0,65035.0,395.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,9.0,8.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,-0.7326835,-0.0503688,-0.8620313,-1.165229,-1.194201,-0.4489868,-0.6538219,-0.7870413,-0.4869542,19140,69,120,120,12,14,12.0,14.0,1,0,0,1,0,1,0,0,10.0,30,1.5,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
60,8760,12.25,17,6.75,0,1,1981,30,21.0,11827.0,74.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,0,1,0,0,0,1,0,0,0,0,0.6958719,0.620097,0.6223467,0.2769631,1.330863,1.07131,0.7233922,0.6192746,0.6621746,76141,65,175,175,16,13,16.0,13.0,1,0,0,1,0,1,0,0,6.0,40,3.134615,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
61,285,16.73,12,10.75,0,1,1981,30,23.0,,,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,0,1,0,0,0,1,0,0,0,0,-0.099049,-0.1027183,-1.261484,-0.2425013,-0.3911196,0.1244121,-0.4297432,-0.4779511,-0.72789,28624,72,310,395,9,11,9.0,11.0,7,1,0,0,0,0,1,0,5.0,54,7.634615,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
62,3956,13.5,14,13.92308,0,1,1980,31,20.0,,,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0,1,0,0,0,0,0,0.7930813,-0.2518034,0.2167353,1.25773,0.45585,0.8008866,0.4257737,0.5634385,-0.0190931,64517,69,132,147,12,12,12.0,12.0,4,0,0,1,0,1,0,0,7.0,33,4.019231,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
63,837,40.0,14,11.23077,0,1,1980,31,14.0,56750.0,303.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,,0.0,0.0,1.0,0.0,,,,,0,1,0,0,0,1,0,0,0,0,-0.4206116,-0.546621,-2.201997,-0.617642,-0.4710034,-0.5624216,-0.9868824,-1.060312,-1.466167,13250,65,165,230,10,9,,9.0,4,0,1,0,0,1,0,0,3.0,40,1.942308,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0
64,2947,10.64,8,9.461538,0,1,1983,28,20.0,10100.0,63.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,7.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,1,0,0,0,0,-0.3561425,-0.353102,-0.7012293,-2.414023,-1.436009,-3.765167,-0.4858863,-1.070841,-0.5626428,17531,72,205,215,9,11,9.0,11.0,1,0,1,0,0,0,1,0,11.0,70,3.615385,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0
65,894,34.88,17,5.0,0,1,1982,29,27.0,,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,11.0,8.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0.146418,-0.2529848,-0.414983,0.4069453,1.037863,-0.5287781,-0.103526,-0.0326987,-0.356604,35079,74,180,210,15,15,15.0,15.0,3,0,0,0,1,0,1,0,4.0,40,5.288462,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0
66,8823,10.0,12,7.884615,0,1,1982,29,28.0,,,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,10.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,1,0,0,0,0,0,0,1,-2.640068,-2.914311,-2.004118,-1.705896,-1.525244,-0.4271689,-2.802866,-2.593092,-2.623277,136,73,225,235,9,12,9.0,12.0,4,1,0,0,0,0,1,0,,40,1.153846,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0
67,3750,8.5,12,10.48077,0,1,1980,31,20.0,33000.0,136.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,-3.002506,-1.380989,-2.610123,-2.552382,-2.557495,-2.520424,-2.747238,-2.671895,-2.128761,358,74,205,185,12,14,12.0,14.0,4,0,0,1,0,0,1,0,17.0,25,0.3269231,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
68,5790,10.0,18,4.826923,0,1,1980,31,31.0,8000.0,50.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,1,0,1,0,0,0,0,0,0.3178338,0.689564,1.396632,-0.302783,-0.0014769,0.1781409,0.7474843,0.5873648,1.112128,75420,70,240,270,14,16,14.0,16.0,1,0,0,1,0,1,0,0,11.0,40,1.692308,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
69,2778,22.5,17,6.192307,0,1,1983,28,25.0,78500.0,419.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,6.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0,0,0,0,1,0,0,0,0,1.980669,1.488654,1.380548,1.090771,0.7123058,0.7258953,1.876491,1.661747,1.529688,97072,72,185,200,16,16,16.0,16.0,2,0,1,0,0,1,0,0,5.0,36,3.115385,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
70,5231,21.79,13,12.34615,0,1,1980,31,27.0,90578.0,472.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,1.022181,-1.057714,-0.2058477,-0.076975,0.7811224,-0.6724463,0.2141074,-0.0897147,-0.6742206,41245,70,279,271,14,12,14.0,12.0,2,0,1,0,0,1,0,0,4.0,45,9.211538,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
71,1171,29.07,20,0.0,0,1,1984,27,30.0,83400.0,435.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,12.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0,0,0,1,0,0,0,0,0.8954947,1.059399,0.7780694,1.049149,0.5205451,0.4204432,0.9966037,1.057723,0.979488,83906,74,200,235,18,12,18.0,12.0,2,1,0,0,0,0,1,0,4.0,40,4.769231,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
72,6525,16.67,16,4.692307,0,1,1982,29,35.0,162501.0,868.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,13.0,13.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0.0878113,-0.550079,0.1132458,-0.0902563,0.5782286,-0.5343884,-0.0722221,-0.1235524,-0.2333452,46528,69,195,180,17,16,17.0,16.0,2,0,0,0,1,0,1,0,5.0,30,1.826923,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0
73,1049,13.29,8,10.94231,0,1,1983,28,23.0,26900.0,213.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,0,0,1,0,0,0,1,0,0,0,-1.006145,-1.143077,-1.302854,-0.4623217,-1.25598,-0.5831798,-1.225501,-1.095998,-1.304751,13881,73,195,230,8,10,,10.0,5,1,0,0,0,0,1,0,5.0,40,5.384615,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0
74,827,13.46,17,1.846154,0,1,1983,28,23.0,44300.0,278.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,9.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0,0,0,0,1,0,0,0,0,1.479848,1.271241,0.3407716,0.7981744,0.9548177,0.6171174,1.255795,1.087923,0.859257,84822,69,185,180,17,15,17.0,15.0,1,0,1,0,0,0,1,0,2.0,50,1.115385,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
75,2385,7.69,16,5.865385,0,1,1983,28,24.0,57250.0,360.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,11.0,,0.0,1.0,0.0,0.0,,,,,1,0,0,0,0,0,1,0,0,0,-0.1536827,-0.5705158,0.1272559,0.7780319,1.109953,-0.3890003,-0.2067063,0.0500455,-0.2367724,43562,71,180,195,14,14,14.0,14.0,1,1,0,0,0,0,1,0,5.0,45,5.923077,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
76,3333,11.0,11,6.038462,0,1,1984,27,21.0,,,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,12.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0,0,0,0,0,0,0,1,-0.4141002,-0.783495,0.1086089,-0.9629802,0.4481707,0.3094835,-0.413472,-0.5748324,-0.3602934,30495,71,165,195,10,12,12.0,12.0,2,0,0,1,0,0,1,0,4.0,40,1.865385,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
77,2911,11.5,8,5.442307,0,1,1980,31,19.0,50025.0,313.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,1.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0.8325077,-1.231873,-0.741861,-0.7257754,-0.7979245,-0.3517229,-0.0852765,-0.5230735,-1.052939,28553,65,155,165,12,12,12.0,,2,0,1,0,0,0,1,0,,40,0.4807692,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
78,1435,20.0,12,8.692307,0,1,1982,29,23.0,73600.0,393.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,8.0,,0.0,1.0,0.0,0.0,,,,,0,0,1,0,0,0,1,0,0,0,-0.5025188,0.904658,-1.334657,-1.206575,-0.7010995,-0.3327285,-0.3947729,-0.599213,-0.2297008,31243,76,220,250,12,13,14.0,13.0,2,0,0,1,0,0,1,0,9.0,60,2.980769,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
79,2976,12.89,16,3.923077,0,1,1983,28,20.0,34000.0,314.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,12.0,,0.0,1.0,0.0,0.0,,,,,1,0,0,0,0,1,0,0,0,0,0.7030417,0.6577011,-0.127406,0.8904058,0.9732822,1.009217,0.5316442,0.5936599,0.2824022,69353,68,160,175,16,16,,16.0,1,0,1,0,0,0,1,0,5.0,40,1.769231,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0
80,144,30.23,13,5.903846,0,1,1982,29,22.0,69500.0,371.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,8.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0.1165819,-0.3406333,1.009567,0.7366461,-0.5059031,-0.3688839,0.2474384,0.425319,0.3563348,62219,74,185,195,12,16,12.0,16.0,2,1,0,0,0,0,1,0,11.0,40,1.557692,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0
81,4805,18.36,13,1.019231,0,1,1983,28,19.0,11850.0,74.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6.0,,0.0,1.0,0.0,0.0,,,,,0,1,0,0,0,0,1,0,0,0,0.3854996,0.0999382,0.4575379,0.1992002,0.380274,-0.812268,0.364601,0.3189873,0.2968972,57602,70,190,200,10,11,,11.0,0,1,0,0,0,0,1,0,2.0,44,5.538462,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
82,3759,22.67,11,4.423077,0,1,1981,30,19.0,20186.0,109.0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,-0.6861823,-0.5489287,-1.525043,-0.9114441,0.2734385,0.1290873,-0.9474493,-1.028055,-1.106393,14584,67,150,170,12,12,,,2,0,0,1,0,0,1,0,4.0,15,0.3269231,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0
83,3163,33.33,12,8.057693,0,1,1981,30,33.0,53500.0,424.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,0,1,0,0,0,1,0,0,0,0,0.8983317,0.1351847,0.7535698,0.1444466,-0.5775784,-0.2577132,0.7374696,0.5398737,0.4735604,68766,73,210,210,14,14,14.0,14.0,1,0,1,0,0,0,1,0,5.0,40,4.288462,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0
84,4037,34.4,12,11.65385,0,1,1981,30,,81000.0,422.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,0,0,1,0,0,1,0,0,0,0,0.5743961,0.0122492,-0.3017758,0.212295,-0.4954772,-0.1825972,0.2356689,0.1384932,-0.15479,50927,71,175,190,13,12,13.0,12.0,2,0,0,1,0,0,1,0,8.0,50,0.9230769,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
85,1150,10.0,13,0.9230769,0,1,1984,27,27.0,5760.0,53.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,5.0,,0.0,1.0,0.0,0.0,,,,,1,0,0,0,0,1,0,0,0,0,-0.1327877,-0.2553276,0.9782403,0.3240192,0.369037,-0.1592901,0.1252246,0.2551769,0.3851207,64591,72,180,185,14,16,,16.0,4,1,0,0,0,1,0,0,2.0,30,0.25,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0
86,5385,17.12,15,8.769231,0,1,1982,29,32.0,42200.0,334.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,10.0,,0.0,1.0,0.0,0.0,,,,,1,0,0,0,0,0,1,0,0,0,-0.0006317,-0.0503688,0.1032373,0.0327189,0.0388005,0.3211857,0.0137352,0.0231444,0.0278015,38264,70,170,195,16,16,16.0,16.0,0,0,1,0,0,0,1,0,3.0,40,0.9038461,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0
87,4921,19.0,12,11.21154,0,1,1981,30,,31300.0,197.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,0,1,0,0,0,1,0,0,0,0,0.2717721,0.8784893,0.2386857,-0.1863143,0.6522911,0.7350021,0.4558969,0.335905,0.5953717,66883,73,180,205,12,12,12.0,12.0,1,1,0,0,0,1,0,0,2.0,40,8.423077,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
88,2761,25.21,13,7.423077,0,1,1982,29,27.0,60000.0,475.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,11.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0.570518,-0.4965793,0.245581,0.9274697,0.3825376,1.191409,0.2441246,0.3483174,-0.1342437,61233,67,150,175,12,12,12.0,12.0,1,0,1,0,0,0,1,0,10.0,45,1.634615,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
89,5671,79.17,18,2.826923,0,1,1984,27,34.0,91600.0,576.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,15.0,13.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,-0.2862309,0.6336784,0.0663506,-0.1721223,-1.397293,-0.6520634,0.0346085,0.0669995,0.3729173,60376,73,205,230,17,18,17.0,18.0,1,0,0,1,0,0,1,0,,40,1.153846,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
90,6001,10.5,9,6.365385,0,1,1984,27,23.0,27300.0,172.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,11.0,,0.0,1.0,0.0,0.0,,,,,0,0,1,0,0,1,0,0,0,0,0.3339353,-0.0823073,-0.218337,-0.4753198,-0.9679928,-0.8908137,0.1004635,-0.1243221,-0.1607187,51472,71,165,153,12,12,,12.0,4,0,0,1,0,0,1,0,5.0,35,2.980769,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
91,4693,14.5,12,7.25,0,1,1981,30,20.0,40700.0,322.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0.3644773,0.2148651,0.2175566,-0.5128348,0.1018174,-0.8097066,0.3186846,0.0788611,0.2302085,43886,71,231,245,12,12,12.0,,1,0,0,0,1,0,1,0,11.0,40,1.153846,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
92,800,31.54,18,5.076923,0,1,1982,29,22.0,137017.0,732.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,8.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,1,0,0,0,1.233307,0.658787,-0.012417,0.8352383,2.841123,2.17041,0.8549588,0.7590884,0.3443022,73102,70,148,150,16,12,16.0,12.0,2,0,1,0,0,0,1,0,4.0,50,7.076923,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
93,4311,15.7,12,7.653846,0,1,1981,30,12.0,17000.0,83.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,,0,1,0,0,0,1,0,0,0,0,0.4145595,-1.260361,-0.654299,0.6628508,0.7630783,-0.3362577,-0.2987365,-0.2349172,-1.021436,42883,71,185,186,7,11,,11.0,9,0,0,1,0,0,1,0,6.0,40,4.038462,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
94,1797,18.23,16,4.826923,0,1,1983,28,32.0,,,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,14.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0,0,1,0,0,0,0,0.7350091,-0.4464419,-0.4676966,0.1122694,-0.7566134,-0.0314982,0.1523027,-0.0193383,-0.4878812,44904,76,185,220,14,14,14.0,14.0,2,0,1,0,0,1,0,0,2.0,40,5.173077,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
95,6454,28.57,20,4.519231,0,1,1981,30,24.0,42990.0,270.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,0,1,0,0,0,1,0,0,0,0,1.38317,1.052648,0.7602422,1.574564,0.9234889,-0.5213983,1.257862,1.334339,0.9663807,86211,72,200,205,10,12,14.0,12.0,2,0,0,0,1,1,0,0,5.0,50,7.134615,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0
96,5510,9.5,14,6.788462,0,1,1984,27,28.0,45100.0,283.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,14.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,1,0,0,0,0,-0.7167243,-0.5683579,-0.6676095,-0.3523446,-0.326845,0.4955592,-0.7339628,-0.6456492,-0.6595051,28442,72,205,240,13,12,13.0,12.0,1,0,1,0,0,1,0,0,3.0,45,7.173077,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
97,3266,29.09,15,7.769231,0,1,1981,30,31.0,50000.0,396.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,0,0,1,0,0,0,1,0,0,0,0.4827564,0.6383097,0.5267094,-0.3220111,-0.7094679,-0.1286758,0.5849949,0.370361,0.6208859,66661,75,203,215,12,12,12.0,12.0,3,0,1,0,0,1,0,0,3.0,55,7.942307,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
98,2183,8.81,16,6.673077,0,1,1983,28,23.0,,,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,6.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,1,0,0,0,1.637553,0.7396582,1.266006,1.721549,2.250962,1.399757,1.450636,1.500598,1.069183,91840,70,180,185,14,14,14.0,14.0,2,1,0,0,0,0,1,0,7.0,60,0.9615384,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0
